Mod:Item:MetaData, Localized Name
thaumcraft:phial:1, Phial of Mortuus Essentia
thaumcraft:phial:1, Phial of Potentia Essentia
thaumcraft:phial:1, Phial of Permutatio Essentia
thaumcraft:phial:1, Phial of Praecantatio Essentia
thaumcraft:phial:1, Phial of Auram Essentia
thaumcraft:phial:1, Phial of Alkimia Essentia
thaumcraft:phial:1, Phial of Vitium Essentia
thaumcraft:phial:1, Phial of Tenebrae Essentia
thaumcraft:phial:1, Phial of Alienis Essentia
thaumcraft:phial:1, Phial of Volatus Essentia
thaumcraft:phial:1, Phial of Herba Essentia
thaumcraft:phial:1, Phial of Instrumentum Essentia
thaumcraft:phial:1, Phial of Fabrico Essentia
thaumcraft:phial:1, Phial of Machina Essentia
thaumcraft:phial:1, Phial of Vinculum Essentia
thaumcraft:phial:1, Phial of Spiritus Essentia
thaumcraft:phial:1, Phial of Cognitio Essentia
thaumcraft:phial:1, Phial of Sensus Essentia
thaumcraft:phial:1, Phial of Aversio Essentia
thaumcraft:phial:1, Phial of Praemunio Essentia
thaumcraft:phial:1, Phial of Desiderium Essentia
thaumcraft:phial:1, Phial of Exanimis Essentia
thaumcraft:phial:1, Phial of Bestia Essentia
thaumcraft:phial:1, Phial of Humanus Essentia
thaumcraft:phial:1, Phial of Mythus Essentia
thaumcraft:phial:1, Phial of Fluctus Essentia
thaumcraft:phial:1, Phial of Sonus Essentia
thaumcraft:phial:1, Phial of Exitium Essentia
thaumcraft:phial:1, Phial of Caeles Essentia
thaumcraft:phial:1, Phial of Draco Essentia
thaumcraft:phial:1, Phial of Infernum Essentia
thaumcraft:phial:1, Phial of Ventus Essentia
thaumcraft:phial:1, Phial of Visum Essentia
thaumcraft:phial:1, Phial of Imperium Essentia
thaumcraft:alumentum:0, Alumentum
thaumcraft:jar_brace, Brass Lid Brace
thaumcraft:bottle_taint, Bottle of Taint
thaumcraft:sanity_soap, Sanitizing Soap
thaumcraft:bath_salts, Purifying Bath Salts
thaumcraft:turret:0, Automated Crossbow
thaumcraft:turret:1, Advanced Automated Crossbow
thaumcraft:turret:2, Arcane Bore
thaumcraft:causality_collapser, Causality Collapser
thaumcraft:scribing_tools, Scribing Tools
thaumcraft:thaumometer, Thaumometer
thaumcraft:resonator, Essentia Resonator
thaumcraft:sanity_checker, Sanity Checker
thaumcraft:hand_mirror, Magic Hand Mirror
thaumcraft:thaumium_axe, Thaumium Axe
thaumcraft:thaumium_sword, Thaumium Sword
thaumcraft:thaumium_shovel, Thaumium Shovel
thaumcraft:thaumium_pick, Thaumium Pickaxe
thaumcraft:thaumium_hoe, Thaumium Hoe
thaumcraft:void_axe, Void Axe
thaumcraft:void_sword, Void Sword
thaumcraft:void_shovel, Void Shovel
thaumcraft:void_pick, Void Pickaxe
thaumcraft:void_hoe, Void Hoe
thaumcraft:elemental_axe, Axe of the Stream
thaumcraft:elemental_sword, Sword of the Zephyr
thaumcraft:elemental_shovel, Shovel of the Earthmover
thaumcraft:elemental_pick, Pickaxe of the Core
thaumcraft:elemental_hoe, Hoe of Growth
thaumcraft:primal_crusher, Primal Crusher
thaumcraft:crimson_blade, Crimson Blade
thaumcraft:grapple_gun, Arcane Grappler
thaumcraft:grapple_gun_tip, Grappler Head
thaumcraft:grapple_gun_spool, Grappler Spool
thaumcraft:goggles, Goggles of Revealing
thaumcraft:thaumium_helm, Thaumium Helm
thaumcraft:thaumium_chest, Thaumium Chestplate
thaumcraft:thaumium_legs, Thaumium Leggings
thaumcraft:thaumium_boots, Thaumium Boots
thaumcraft:cloth_chest, Thaumaturge's Robe
thaumcraft:cloth_legs, Thaumaturge's Leggings
thaumcraft:cloth_boots, Thaumaturge's Boots
thaumcraft:traveller_boots, Boots of the Traveller
thaumcraft:fortress_helm, Thaumium Fortress Helm
thaumcraft:fortress_chest, Thaumium Fortress Cuirass
thaumcraft:fortress_legs, Thaumium Fortress Thigh Guards
thaumcraft:void_helm, Void Helm
thaumcraft:void_chest, Void Chestplate
thaumcraft:void_legs, Void Leggings
thaumcraft:void_boots, Void Boots
thaumcraft:void_robe_helm, Void Thaumaturge Hood
thaumcraft:void_robe_chest, Void Thaumaturge Robe
thaumcraft:void_robe_legs, Void Thaumaturge Leggings
thaumcraft:crimson_plate_helm, Crimson Cult Helm
thaumcraft:crimson_plate_chest, Crimson Cult Chestplate
thaumcraft:crimson_plate_legs, Crimson Cult Greaves
thaumcraft:crimson_boots, Crimson Cult Boots
thaumcraft:crimson_robe_helm, Crimson Cult Hood
thaumcraft:crimson_robe_chest, Crimson Cult Robe
thaumcraft:crimson_robe_legs, Crimson Cult Leggings
thaumcraft:crimson_praetor_helm, Crimson Praetor Helm
thaumcraft:crimson_praetor_chest, Crimson Praetor Chestplate
thaumcraft:crimson_praetor_legs, Crimson Praetor Greaves
thaumcraft:baubles:0, Mundane Amulet
thaumcraft:baubles:1, Mundane Ring
thaumcraft:baubles:2, Mundane Belt
thaumcraft:baubles:3, Apprentice's Ring
thaumcraft:baubles:4, Fancy Amulet
thaumcraft:baubles:5, Fancy Ring
thaumcraft:baubles:6, Fancy Belt
thaumcraft:amulet_vis:0, Vis Stone
thaumcraft:amulet_vis:1, Amulet of Vis
thaumcraft:verdant_charm, Verdant Heart Charm
thaumcraft:curiosity_band, Headband of Curiosity
thaumcraft:voidseer_charm, Voidseer's Pearl
thaumcraft:cloud_ring, Cloudstepper Ring
thaumcraft:charm_undying, Charm of Undying
thaumcraft:creative_flux_sponge, Flux Sponge
thaumcraft:enchanted_placeholder, Any enchanted item
thaumcraft:caster_basic, Caster's Gauntlet 
thaumcraft:focus_1, Blank Lesser Focus
thaumcraft:focus_2, Blank Advanced Focus
thaumcraft:focus_3, Blank Greater Focus
thaumcraft:focus_pouch, Focus Pouch
thaumcraft:golem_bell, Golemancer's Bell
thaumcraft:golem, Golem
thaumcraft:seal:0, Blank Seal
thaumcraft:seal:1, Control Seal: Collect
thaumcraft:seal:2, Advanced Control Seal: Collect
thaumcraft:seal:3, Control Seal: Store
thaumcraft:seal:4, Advanced Control Seal: Store
thaumcraft:seal:5, Control Seal: Empty
thaumcraft:seal:6, Advanced Control Seal: Empty
thaumcraft:seal:7, Control Seal: Harvest
thaumcraft:seal:8, Control Seal: Butcher
thaumcraft:seal:9, Control Seal: Guard
thaumcraft:seal:10, Advanced Control Seal: Guard
thaumcraft:seal:11, Control Seal: Lumberjack
thaumcraft:seal:12, Control Seal: Block Breaker
thaumcraft:seal:13, Control Seal: Use
thaumcraft:seal:14, Control Seal: Provide
thaumcraft:seal:15, Control Seal: Stock
thaumcraft:seal:16, Control Seal: Advanced Block Breaker
thaumcraft:seal:17, Control Seal: Secure
thaumcraft:seal:18, Advanced Control Seal: Secure
thaumicaugmentation:vis_regenerator, Vis Regenerator
thaumicaugmentation:warded_chest, Warded Chest
thaumicaugmentation:temporary_light, Casted Light
thaumicaugmentation:stone:0, Void Stone
thaumicaugmentation:stone:1, Tainted Void Stone
thaumicaugmentation:stone:2, Tainted Void Stone Soil
thaumicaugmentation:stone:3, Ancient Runes
thaumicaugmentation:stone:4, Intricate Glyphed Stone
thaumicaugmentation:stone:5, Ancient Bricks
thaumicaugmentation:stone:6, Crusted Stone
thaumicaugmentation:stone:7, Glowing Crusted Stone
thaumicaugmentation:stone:8, Ancient Pillar
thaumicaugmentation:stone:9, Smooth Ancient Bricks
thaumicaugmentation:stone:10, Ancient Cobblestone
thaumicaugmentation:stone:11, Ancient Lantern
thaumicaugmentation:arcane_trapdoor_wood, Greatwood Arcane Trapdoor
thaumicaugmentation:arcane_trapdoor_metal, Thaumium Arcane Trapdoor
thaumicaugmentation:arcane_trapdoor_silverwood, Silverwood Arcane Trapdoor
thaumicaugmentation:taint_flower, Tainted Flower
thaumicaugmentation:impetus_drainer, Impetus Drainer
thaumicaugmentation:impetus_relay, Impetus Relay
thaumicaugmentation:impetus_diffuser, Impetus Diffuser
thaumicaugmentation:impetus_matrix, Impetus Matrix
thaumicaugmentation:impetus_matrix_base, Impetus Matrix Base
thaumicaugmentation:rift_feeder, Flux Inducer
thaumicaugmentation:rift_mover_input, Metaspatial Accumulator
thaumicaugmentation:rift_mover_output, Metaspatial Extruder
thaumicaugmentation:void_recharge_pedestal, Void Recharge Pedestal
thaumicaugmentation:arcane_terraformer, Arcane Terraformer
thaumicaugmentation:rift_monitor, Extradimensional Monitor
thaumicaugmentation:impetus_generator, Impetus Generator
thaumicaugmentation:stability_field_generator, Stability Field Generator
thaumicaugmentation:impetus_gate, Impetus Gate
thaumicaugmentation:stairs_ancient, Ancient Stone Stairs
thaumicaugmentation:slab:0, Ancient Stone Tile Slab
thaumicaugmentation:stairs_eldritch_tile, Eldritch Stone Stairs
thaumicaugmentation:bars:0, Ancient Bars
thaumicaugmentation:fortified_glass, Fortified Glass
thaumicaugmentation:fortified_glass_pane, Fortified Glass Pane
thaumicaugmentation:starfield_glass:0, Starfield Glass (Rift)
thaumicaugmentation:starfield_glass:1, Starfield Glass (Dimensional Fracture)
thaumicaugmentation:starfield_glass:2, Starfield Glass (Magic Mirror)
thaumicaugmentation:capstone:0, Eldritch Capstone
thaumicaugmentation:capstone:1, Ancient Capstone
thaumicaugmentation:capstone:2, Eldritch Altar
thaumicaugmentation:capstone:3, Ancient Altar
thaumicaugmentation:strange_crystal, Strange Crystal
thaumicaugmentation:crab_vent, Crusted Opening
thaumicaugmentation:eldritch_lock:0, Eldritch Lock
thaumicaugmentation:eldritch_lock:1, Eldritch Lock
thaumicaugmentation:eldritch_lock:2, Eldritch Lock
thaumicaugmentation:eldritch_lock:3, Eldritch Lock
thaumicaugmentation:eldritch_lock_impetus, Eldritch Lock
thaumicaugmentation:button_greatwood, Greatwood Button
thaumicaugmentation:button_silverwood, Silverwood Button
thaumicaugmentation:button_arcane_stone, Arcane Stone Button
thaumicaugmentation:warded_button_greatwood, Greatwood Arcane Button
thaumicaugmentation:warded_button_silverwood, Silverwood Arcane Button
thaumicaugmentation:warded_button_arcane_stone, Arcane Stone Arcane Button
thaumicaugmentation:pressure_plate_greatwood, Greatwood Pressure Plate
thaumicaugmentation:pressure_plate_silverwood, Silverwood Pressure Plate
thaumicaugmentation:pressure_plate_arcane_stone, Arcane Stone Pressure Plate
thaumicaugmentation:warded_pressure_plate_greatwood, Greatwood Arcane Pressure Plate
thaumicaugmentation:warded_pressure_plate_silverwood, Silverwood Arcane Pressure Plate
thaumicaugmentation:warded_pressure_plate_arcane_stone, Arcane Stone Arcane Pressure Plate
thaumicaugmentation:urn:0, Common Urn
thaumicaugmentation:urn:1, Uncommon Urn
thaumicaugmentation:urn:2, Rare Urn
thaumicaugmentation:item_grate, Item Grate
thaumicaugmentation:glass_tube, Glass Essentia Tube
thaumicaugmentation:impetus_creative:0, Creative Impetus Source
thaumicaugmentation:impetus_creative:1, Creative Impetus Sink
thaumicaugmentation:gauntlet:0, Thaumium Caster's Gauntlet
thaumicaugmentation:gauntlet:1, Voidseer Caster's Gauntlet
thaumicaugmentation:material:0, Vis Regeneration Lattice
thaumicaugmentation:material:1, Warding Sigil
thaumicaugmentation:material:2, Amalgamated Gear
thaumicaugmentation:material:3, Impetus Cell
thaumicaugmentation:material:4, Harness Base
thaumicaugmentation:material:5, Impetus Jewel
thaumicaugmentation:seal_copier, Seal Copier
thaumicaugmentation:arcane_door:0, Greatwood Arcane Door
thaumicaugmentation:arcane_door:1, Thaumium Arcane Door
thaumicaugmentation:arcane_door:2, Silverwood Arcane Door
thaumicaugmentation:key:0, Iron Key
thaumicaugmentation:key:1, Brass key
thaumicaugmentation:key:2, Thaumium Key
thaumicaugmentation:void_boots, Void Thaumaturge Boots
thaumicaugmentation:rift_seed:0, Flux Rift Seed
thaumicaugmentation:rift_seed:0, Flux Rift Seed
thaumicaugmentation:rift_seed:1, Flux Seed
thaumicaugmentation:rift_seed:1, Flux Seed
thaumicaugmentation:augment_caster_rift_energy_storage, Impetus Conductor
thaumicaugmentation:fracture_locator:0, Fracture Locator
thaumicaugmentation:augment_builder_power:0, Modifier: Experience
thaumicaugmentation:augment_builder_power:0, Modifier: Elemental
thaumicaugmentation:augment_builder_power:0, Modifier: Overworld
thaumicaugmentation:augment_builder_power:0, Modifier: Nether
thaumicaugmentation:augment_builder_power:0, Modifier: The End
thaumicaugmentation:augment_builder_power:0, Modifier: Emptiness
thaumicaugmentation:augment_builder_power:0, Modifier: Frenzy
thaumicaugmentation:augment_builder_effect:0, Effect Crystal: Focus Power
thaumicaugmentation:augment_builder_effect:0, Effect Crystal: Cast Speed
thaumicaugmentation:augment_builder_effect:0, Effect Crystal: Vis Discount
thaumicaugmentation:morphic_tool, Morphic Tool
thaumicaugmentation:primal_cutter:0, Primal Cutter
thaumicaugmentation:primal_cutter:0, Primal Cutter
thaumicaugmentation:rift_jar:0, Reinforced Jar
thaumicaugmentation:rift_jar:0, Rift in a Jar
thaumicaugmentation:impetus_mirror:0, Impetus Mirror
thaumicaugmentation:impetus_linker:0, Impetus Resonator
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:thaumostatic_harness:0, Thaumostatic Harness
thaumicaugmentation:thaumostatic_harness_augment:0, Gyroscope Upgrade
thaumicaugmentation:thaumostatic_harness_augment:1, Girdle Upgrade
thaumicaugmentation:elytra_harness:0, Elytra Harness
thaumicaugmentation:elytra_harness_augment:0, Impetus Thruster Upgrade
thaumicaugmentation:autocaster_placer:0, Autocaster
thaumicaugmentation:autocaster_placer:1, Eldritch Autocaster
thaumicaugmentation:impulse_cannon:0, Impulse Cannon
thaumicaugmentation:impulse_cannon_augment:0, Railgun Conversion
thaumicaugmentation:impulse_cannon_augment:1, Burst Fire Conversion
thaumicaugmentation:focus_ancient, Ancient Focus
thaumicaugmentation:eldritch_lock_key:0, Runed Tablet
thaumicaugmentation:eldritch_lock_key:1, Spiked Sigil
thaumicaugmentation:eldritch_lock_key:2, Tome of Forbidden Knowledge
thaumicaugmentation:eldritch_lock_key:3, Sinister Blade
thaumicaugmentation:obelisk_placer:0, Eldritch Obelisk
thaumicaugmentation:obelisk_placer:1, Ancient Obelisk
thaumicaugmentation:research_notes:0, Tattered Scrolls
thaumicaugmentation:augment_vis_battery, Vis Battery Augment
thaumicaugmentation:thaumium_robes_hood, Hood of the Adept
thaumicaugmentation:thaumium_robes_chestplate, Robe of the Adept
thaumicaugmentation:thaumium_robes_leggings, Leggings of the Adept
thaumicaugmentation:celestial_observer_placer, Celestial Observer
engineersdecor:treated_wood_crafting_table, Treated Wood Crafting Table
engineersdecor:labeled_crate, Labeled Crate
engineersdecor:small_lab_furnace, Small Laboratory Furnace
engineersdecor:small_electrical_furnace, Small Electrical Furnace
engineersdecor:factory_hopper, Factory Hopper
engineersdecor:factory_dropper, Factory Dropper
engineersdecor:factory_placer, Factory Block Placer
engineersdecor:small_block_breaker, Small Block Breaker
engineersdecor:small_tree_cutter, Small Tree Cutter
engineersdecor:small_waste_incinerator, Small Waste Incinerator
engineersdecor:small_solar_panel, Small Solar Panel
engineersdecor:small_mineral_smelter, Small Mineral Melting Furnace
engineersdecor:straight_pipe_valve, Fluid Pipe Check Valve
engineersdecor:straight_pipe_valve_redstone, Redstone Controlled Fluid Valve
engineersdecor:straight_pipe_valve_redstone_analog, Redstone Analog Fluid Valve
engineersdecor:small_fluid_funnel, Small Fluid Collection Funnel
engineersdecor:passive_fluid_accumulator, Passive Fluid Accumulator
engineersdecor:small_milking_machine, Small Milking Machine
engineersdecor:clinker_brick_block, Clinker Brick Block
engineersdecor:clinker_brick_slab, Clinker Brick Slab
engineersdecor:clinker_brick_stairs, Clinker Brick Stairs
engineersdecor:clinker_brick_wall, Clinker Brick Wall
engineersdecor:clinker_brick_stained_block, Stained Clinker Brick Block
engineersdecor:clinker_brick_stained_slab, Stained Clinker Brick Slab
engineersdecor:clinker_brick_stained_stairs, Stained Clinker Brick Stairs
engineersdecor:slag_brick_block, Slag Brick Block
engineersdecor:slag_brick_slab, Slag Brick Slab
engineersdecor:slag_brick_stairs, Slag Brick Stairs
engineersdecor:slag_brick_wall, Slag Brick Wall
engineersdecor:rebar_concrete, Rebar Concrete Block
engineersdecor:rebar_concrete_slab, Rebar Concrete Slab
engineersdecor:rebar_concrete_stairs, Rebar Concrete Stairs
engineersdecor:rebar_concrete_wall, Rebar Concrete Wall
engineersdecor:rebar_concrete_tile, Rebar Concrete Tile
engineersdecor:rebar_concrete_tile_slab, Rebar Concrete Tile Slab
engineersdecor:rebar_concrete_tile_stairs, Rebar Concrete Tile Stairs
engineersdecor:gas_concrete, Gas Concrete Block
engineersdecor:gas_concrete_slab, Gas Concrete Slab
engineersdecor:gas_concrete_stairs, Gas Concrete Stairs
engineersdecor:gas_concrete_wall, Gas Concrete Wall
engineersdecor:concrete_wall, Concrete Wall
engineersdecor:panzerglass_block, Panzer Glass Block
engineersdecor:metal_rung_ladder, Metal Rung Ladder
engineersdecor:metal_rung_steps, Staggered Metal Steps
engineersdecor:treated_wood_ladder, Treated Wood Ladder
engineersdecor:treated_wood_pole, Straight Treated Wood Pole
engineersdecor:treated_wood_table, Treated Wood Table
engineersdecor:steel_table, Steel Table
engineersdecor:treated_wood_stool, Treated Wood Stool
engineersdecor:treated_wood_window, Treated Wood Window
engineersdecor:steel_framed_window, Steel Framed Window
engineersdecor:treated_wood_windowsill, Treated Wood Window Sill
engineersdecor:treated_wood_broad_windowsill, Broad Treated Wood Window Sill
engineersdecor:iron_inset_light, Inset Light
engineersdecor:iron_floor_edge_light, Inset Floor Edge Light
engineersdecor:treated_wood_pole_support, Straight Treated Wood Pole Support
engineersdecor:treated_wood_pole_head, Straight Treated Wood Pole Head/Foot
engineersdecor:thin_steel_pole, Straight Thin Steel Pole
engineersdecor:thick_steel_pole, Straight Thick Steel Pole
engineersdecor:thin_steel_pole_head, Straight Thin Steel Pole head/foot
engineersdecor:thick_steel_pole_head, Straight Thick Steel Pole Head/Foot
engineersdecor:steel_double_t_support, Steel Double T Support
engineersdecor:steel_floor_grating, Steel Floor Grating
engineersdecor:steel_mesh_fence, Steel Mesh Fence
engineersdecor:steel_mesh_fence_gate, Steel Mesh Fence Gate
engineersdecor:sign_hotwire, Sign "Caution Hot Wire"
engineersdecor:sign_danger, Sign "Caution Really Dangerous There"
engineersdecor:sign_defense, Sign "Caution Defense System Ahead"
engineersdecor:sign_factoryarea, Sign "Factory Area"
engineersdecor:sign_exit, Exit Sign
engineersdecor:sign_radioactive, §6Sign "Radioactive Hazard"
engineersdecor:sign_laser, §6Sign "Laser Hazard"
engineersdecor:sign_caution, tile.engineersdecor.sign_caution.name
engineersdecor:sign_magichazard, §6Sign "Caution Magical Hazard"
engineersdecor:sign_firehazard, §6Sign "Fire Hazard"
engineersdecor:sign_hotsurface, §6Sign "Caution Hot Surface"
engineersdecor:sign_magneticfield, §6Sign "Caution Strong Magnetic Field"
engineersdecor:sign_frost, §6Sign "Frost Warning"
engineersdecor:sign_decor, Sign Plate (Engineer's decor)
engineersdecor:treated_wood_side_table, Treated Wood Side Table
engineersdecor:halfslab_rebar_concrete, Rebar Concrete Slice
engineersdecor:halfslab_concrete, Concrete Slice
engineersdecor:halfslab_gas_concrete, Gas Concrete Slice
engineersdecor:halfslab_treated_wood, Treated Wood Slice
engineersdecor:halfslab_sheetmetal_iron, Iron Sheet Metal Slice
engineersdecor:halfslab_sheetmetal_steel, Steel Sheet Metal Slice
engineersdecor:halfslab_sheetmetal_copper, Copper Sheet Metal Slice
engineersdecor:halfslab_sheetmetal_gold, Gold Sheet Metal Slice
engineersdecor:halfslab_sheetmetal_aluminum, Aluminum Sheet Metal Slice
engineerstools:ariadne_coal_x, Ariadne Coal
engineerstools:ariadne_coal_y, Ariadne Coal
engineerstools:ariadne_coal_z, Ariadne Coal
engineerstools:crushing_hammer, Ore Crushing Hammer
engineerstools:redia_tool, REDIA Tool
engineerstools:iron_grit, Coarse iron grit
engineerstools:gold_grit, Coarse gold grit
engineerstools:ariadne_coal, Ariadne Coal
engineerstools:stimpack, Auto Stim Pack
engineerstools:sleeping_bag, Sleeping Bag
tconstruct:book, Materials and You
tconstruct:soil:0, Grout
tconstruct:soil:1, Green Slimy Mud
tconstruct:soil:2, Blue Slimy Mud
tconstruct:soil:3, Graveyard Soil
tconstruct:soil:4, Consecrated Soil
tconstruct:soil:5, Slimy Magma Mud
tconstruct:slime:1, Blue Slime Block
tconstruct:slime:2, Purple Slime Block
tconstruct:slime:3, Blood Slime Block
tconstruct:slime:4, Magma Slime Block
tconstruct:slime_congealed:0, Congealed Green Slime Block
tconstruct:slime_congealed:1, Congealed Blue Slime Block
tconstruct:slime_congealed:2, Congealed Purple Slime Block
tconstruct:slime_congealed:3, Congealed Blood Block
tconstruct:slime_congealed:4, Congealed Magma Slime Block
tconstruct:ore:0, Cobalt Ore
tconstruct:ore:1, Ardite Ore
tconstruct:firewood:0, Lavawood
tconstruct:firewood:1, Firewood
tconstruct:deco_ground:0, Mud Bricks
tconstruct:clear_glass:0, Clear Glass
tconstruct:clear_stained_glass:0, Clear White Stained Glass
tconstruct:clear_stained_glass:1, Clear Orange Stained Glass
tconstruct:clear_stained_glass:2, Clear Magenta Stained Glass
tconstruct:clear_stained_glass:3, Clear Light Blue Stained Glass
tconstruct:clear_stained_glass:4, Clear Yellow Stained Glass
tconstruct:clear_stained_glass:5, Clear Light Green Stained Glass
tconstruct:clear_stained_glass:6, Clear Pink Stained Glass
tconstruct:clear_stained_glass:7, Clear Gray Stained Glass
tconstruct:clear_stained_glass:8, Clear Light Gray Stained Glass
tconstruct:clear_stained_glass:9, Clear Cyan Stained Glass
tconstruct:clear_stained_glass:10, Clear Purple Stained Glass
tconstruct:clear_stained_glass:11, Clear Blue Stained Glass
tconstruct:clear_stained_glass:12, Clear Brown Stained Glass
tconstruct:clear_stained_glass:13, Clear Green Stained Glass
tconstruct:clear_stained_glass:14, Clear Red Stained Glass
tconstruct:clear_stained_glass:15, Clear Black Stained Glass
tconstruct:deco_ground_slab:0, Mud Bricks Slab
tconstruct:firewood_slab:0, Lavawood Slab
tconstruct:firewood_slab:1, Firewood Slab
tconstruct:mudbrick_stairs:0, Mud Bricks Stairs
tconstruct:firewood_stairs:0, Firewood Stairs
tconstruct:lavawood_stairs:0, Lavawood Stairs
tconstruct:nuggets:0, Cobalt Nugget
tconstruct:nuggets:1, Ardite Nugget
tconstruct:nuggets:2, Manyullyn Nugget
tconstruct:nuggets:3, Knightslime Nugget
tconstruct:nuggets:4, Pigiron Nugget
tconstruct:nuggets:6, Alumite Nugget
tconstruct:ingots:0, Cobalt Ingot
tconstruct:ingots:1, Ardite Ingot
tconstruct:ingots:2, Manyullyn Ingot
tconstruct:ingots:3, Knightslime Ingot
tconstruct:ingots:4, Pigiron Ingot
tconstruct:ingots:6, Alumite Ingot
tconstruct:materials:0, Seared Brick
tconstruct:materials:1, Mud Brick
tconstruct:materials:2, Dried Brick
tconstruct:materials:9, Green Slime Crystal
tconstruct:materials:10, Blue Slime Crystal
tconstruct:materials:11, Magma Slime Crystal
tconstruct:materials:12, Expander (Horizontal)
tconstruct:materials:13, Expander (Vertical)
tconstruct:materials:14, Reinforcement
tconstruct:materials:15, Silky Cloth
tconstruct:materials:16, Silky Jewel
tconstruct:materials:17, Necrotic Bone
tconstruct:materials:18, Ball of Moss
tconstruct:materials:19, Mending Moss
tconstruct:materials:20, Bloody Bone
tconstruct:materials:21, Venomous Bone
tconstruct:materials:22, Blazin' Bone
